chart_week,current_week,title,performer
2022-01-01,1,All I Want For Christmas Is You,Mariah Carey
2022-01-01,2,Rockin' Around The Christmas Tree,Brenda Lee
2022-01-01,3,Jingle Bell Rock,Bobby Helms
2022-01-01,4,A Holly Jolly Christmas,Burl Ives
2022-01-01,5,Easy On Me,Adele
2022-01-08,1,All I Want For Christmas Is You,Mariah Carey
2022-01-08,2,Easy On Me,Adele
2022-01-08,3,Rockin' Around The Christmas Tree,Brenda Lee
2022-01-08,4,Jingle Bell Rock,Bobby Helms
2022-01-08,5,A Holly Jolly Christmas,Burl Ives
2022-01-15,1,Easy On Me,Adele
2022-01-15,2,Stay,The Kid LAROI & Justin Bieber
2022-01-15,3,Heat Waves,Glass Animals
2022-01-15,4,Shivers,Ed Sheeran
2022-01-15,5,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast"
2022-01-22,1,Easy On Me,Adele
2022-01-22,2,Stay,The Kid LAROI & Justin Bieber
2022-01-22,3,Heat Waves,Glass Animals
2022-01-22,4,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast"
2022-01-22,5,Shivers,Ed Sheeran
2022-01-29,1,Easy On Me,Adele
2022-01-29,2,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast"
2022-01-29,3,Heat Waves,Glass Animals
2022-01-29,4,Stay,The Kid LAROI & Justin Bieber
2022-01-29,5,Super Gremlin,Kodak Black
2022-02-05,1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast"
2022-02-05,2,Easy On Me,Adele
2022-02-05,3,Heat Waves,Glass Animals
2022-02-05,4,Stay,The Kid LAROI & Justin Bieber
2022-02-05,5,Super Gremlin,Kodak Black
2022-02-12,1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast"
2022-02-12,2,Easy On Me,Adele
2022-02-12,3,Heat Waves,Glass Animals
2022-02-12,4,Stay,The Kid LAROI & Justin Bieber
2022-02-12,5,Super Gremlin,Kodak Black
2022-02-19,1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast"
2022-02-19,2,Do We Have A Problem?,Nicki Minaj X Lil Baby
2022-02-19,3,Easy On Me,Adele
2022-02-19,4,Heat Waves,Glass Animals
2022-02-19,5,Stay,The Kid LAROI & Justin Bieber
2022-02-26,1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast"
2022-02-26,2,Heat Waves,Glass Animals
2022-02-26,3,Easy On Me,Adele
2022-02-26,4,abcdefu,GAYLE
2022-02-26,5,Stay,The Kid LAROI & Justin Bieber
2022-03-05,1,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast"
2022-03-05,2,Heat Waves,Glass Animals
2022-03-05,3,abcdefu,GAYLE
2022-03-05,4,Easy On Me,Adele
2022-03-05,5,Super Gremlin,Kodak Black
2022-03-12,1,Heat Waves,Glass Animals
2022-03-12,2,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast"
2022-03-12,3,abcdefu,GAYLE
2022-03-12,4,Super Gremlin,Kodak Black
2022-03-12,5,Stay,The Kid LAROI & Justin Bieber
2022-03-19,1,Heat Waves,Glass Animals
2022-03-19,2,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast"
2022-03-19,3,Super Gremlin,Kodak Black
2022-03-19,4,abcdefu,GAYLE
2022-03-19,5,Stay,The Kid LAROI & Justin Bieber
2022-03-26,1,Heat Waves,Glass Animals
2022-03-26,2,Stay,The Kid LAROI & Justin Bieber
2022-03-26,3,Super Gremlin,Kodak Black
2022-03-26,4,abcdefu,GAYLE
2022-03-26,5,We Don't Talk About Bruno,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast"
2022-04-02,1,Heat Waves,Glass Animals
2022-04-02,2,Stay,The Kid LAROI & Justin Bieber
2022-04-02,3,Super Gremlin,Kodak Black
2022-04-02,4,abcdefu,GAYLE
2022-04-02,5,Ghost,Justin Bieber
2022-04-09,1,Heat Waves,Glass Animals
2022-04-09,2,Stay,The Kid LAROI & Justin Bieber
2022-04-09,3,Big Energy,Latto
2022-04-09,4,Super Gremlin,Kodak Black
2022-04-09,5,Enemy,Imagine Dragons X JID
2022-04-16,1,As It Was,Harry Styles
2022-04-16,2,Heat Waves,Glass Animals
2022-04-16,3,Big Energy,Latto
2022-04-16,4,Stay,The Kid LAROI & Justin Bieber
2022-04-16,5,Enemy,Imagine Dragons X JID
2022-04-23,1,First Class,Jack Harlow
2022-04-23,2,As It Was,Harry Styles
2022-04-23,3,Heat Waves,Glass Animals
2022-04-23,4,Big Energy,Latto
2022-04-23,5,Enemy,Imagine Dragons X JID
2022-04-30,1,As It Was,Harry Styles
2022-04-30,2,First Class,Jack Harlow
2022-04-30,3,Heat Waves,Glass Animals
2022-04-30,4,Big Energy,Latto
2022-04-30,5,Enemy,Imagine Dragons X JID
2022-05-07,1,As It Was,Harry Styles
2022-05-07,2,First Class,Jack Harlow
2022-05-07,3,Heat Waves,Glass Animals
2022-05-07,4,Big Energy,Latto
2022-05-07,5,Enemy,Imagine Dragons X JID
2022-05-14,1,Wait For U,Future Featuring Drake & Tems
2022-05-14,2,As It Was,Harry Styles
2022-05-14,3,First Class,Jack Harlow
2022-05-14,4,Puffin On Zootiez,Future
2022-05-14,5,Heat Waves,Glass Animals
2022-05-21,1,First Class,Jack Harlow
2022-05-21,2,As It Was,Harry Styles
2022-05-21,3,Wait For U,Future Featuring Drake & Tems
2022-05-21,4,Moscow Mule,Bad Bunny
2022-05-21,5,Titi Me Pregunto,Bad Bunny
2022-05-28,1,First Class,Jack Harlow
2022-05-28,2,As It Was,Harry Styles
2022-05-28,3,N95,Kendrick Lamar
2022-05-28,4,Wait For U,Future Featuring Drake & Tems
2022-05-28,5,Die Hard,"Kendrick Lamar, Blxst & Amanda Reifer"
2022-06-04,1,As It Was,Harry Styles
2022-06-04,2,First Class,Jack Harlow
2022-06-04,3,Wait For U,Future Featuring Drake & Tems
2022-06-04,4,Late Night Talking,Harry Styles
2022-06-04,5,About Damn Time,Lizzo
2022-06-11,1,As It Was,Harry Styles
2022-06-11,2,First Class,Jack Harlow
2022-06-11,3,Wait For U,Future Featuring Drake & Tems
2022-06-11,4,About Damn Time,Lizzo
2022-06-11,5,Heat Waves,Glass Animals
2022-06-18,1,As It Was,Harry Styles
2022-06-18,2,First Class,Jack Harlow
2022-06-18,3,Wait For U,Future Featuring Drake & Tems
2022-06-18,4,Running Up That Hill (A Deal With God),Kate Bush
2022-06-18,5,About Damn Time,Lizzo
2022-06-25,1,As It Was,Harry Styles
2022-06-25,2,First Class,Jack Harlow
2022-06-25,3,Wait For U,Future Featuring Drake & Tems
2022-06-25,4,About Damn Time,Lizzo
2022-06-25,5,Running Up That Hill (A Deal With God),Kate Bush
2022-07-02,1,Jimmy Cooks,Drake Featuring 21 Savage
2022-07-02,2,As It Was,Harry Styles
2022-07-02,3,First Class,Jack Harlow
2022-07-02,4,Wait For U,Future Featuring Drake & Tems
2022-07-02,5,About Damn Time,Lizzo
2022-07-09,1,As It Was,Harry Styles
2022-07-09,2,First Class,Jack Harlow
2022-07-09,3,About Damn Time,Lizzo
2022-07-09,4,Wait For U,Future Featuring Drake & Tems
2022-07-09,5,Jimmy Cooks,Drake Featuring 21 Savage
2022-07-16,1,As It Was,Harry Styles
2022-07-16,2,About Damn Time,Lizzo
2022-07-16,3,First Class,Jack Harlow
2022-07-16,4,Running Up That Hill (A Deal With God),Kate Bush
2022-07-16,5,Wait For U,Future Featuring Drake & Tems
2022-07-23,1,As It Was,Harry Styles
2022-07-23,2,About Damn Time,Lizzo
2022-07-23,3,First Class,Jack Harlow
2022-07-23,4,Running Up That Hill (A Deal With God),Kate Bush
2022-07-23,5,Wait For U,Future Featuring Drake & Tems
2022-07-30,1,About Damn Time,Lizzo
2022-07-30,2,As It Was,Harry Styles
2022-07-30,3,Running Up That Hill (A Deal With God),Kate Bush
2022-07-30,4,First Class,Jack Harlow
2022-07-30,5,Wait For U,Future Featuring Drake & Tems
2022-08-06,1,About Damn Time,Lizzo
2022-08-06,2,As It Was,Harry Styles
2022-08-06,3,Running Up That Hill (A Deal With God),Kate Bush
2022-08-06,4,First Class,Jack Harlow
2022-08-06,5,Wait For U,Future Featuring Drake & Tems
2022-08-13,1,Break My Soul,Beyonce
2022-08-13,2,About Damn Time,Lizzo
2022-08-13,3,As It Was,Harry Styles
2022-08-13,4,Running Up That Hill (A Deal With God),Kate Bush
2022-08-13,5,Wait For U,Future Featuring Drake & Tems
2022-08-20,1,Break My Soul,Beyonce
2022-08-20,2,As It Was,Harry Styles
2022-08-20,3,About Damn Time,Lizzo
2022-08-20,4,Running Up That Hill (A Deal With God),Kate Bush
2022-08-20,5,Staying Alive,DJ Khaled Featuring Drake & Lil Baby
2022-08-27,1,Super Freaky Girl,Nicki Minaj
2022-08-27,2,As It Was,Harry Styles
2022-08-27,3,About Damn Time,Lizzo
2022-08-27,4,Break My Soul,Beyonce
2022-08-27,5,Running Up That Hill (A Deal With God),Kate Bush
2022-09-03,1,As It Was,Harry Styles
2022-09-03,2,About Damn Time,Lizzo
2022-09-03,3,Bad Habit,Steve Lacy
2022-09-03,4,Running Up That Hill (A Deal With God),Kate Bush
2022-09-03,5,Break My Soul,Beyonce
2022-09-10,1,As It Was,Harry Styles
2022-09-10,2,Bad Habit,Steve Lacy
2022-09-10,3,About Damn Time,Lizzo
2022-09-10,4,Running Up That Hill (A Deal With God),Kate Bush
2022-09-10,5,Sunroof,Nicky Youre & dazy
2022-09-17,1,As It Was,Harry Styles
2022-09-17,2,Bad Habit,Steve Lacy
2022-09-17,3,Late Night Talking,Harry Styles
2022-09-17,4,Sunroof,Nicky Youre & dazy
2022-09-17,5,About Damn Time,Lizzo
2022-09-24,1,As It Was,Harry Styles
2022-09-24,2,Bad Habit,Steve Lacy
2022-09-24,3,Super Freaky Girl,Nicki Minaj
2022-09-24,4,Sunroof,Nicky Youre & dazy
2022-09-24,5,I Like You (A Happier Song),Post Malone Featuring Doja Cat
2022-10-01,1,As It Was,Harry Styles
2022-10-01,2,Bad Habit,Steve Lacy
2022-10-01,3,I Like You (A Happier Song),Post Malone Featuring Doja Cat
2022-10-01,4,Sunroof,Nicky Youre & dazy
2022-10-01,5,Super Freaky Girl,Nicki Minaj
2022-10-08,1,Bad Habit,Steve Lacy
2022-10-08,2,As It Was,Harry Styles
2022-10-08,3,Unholy,Sam Smith & Kim Petras
2022-10-08,4,I Like You (A Happier Song),Post Malone Featuring Doja Cat
2022-10-08,5,Sunroof,Nicky Youre & dazy
2022-10-15,1,Bad Habit,Steve Lacy
2022-10-15,2,Unholy,Sam Smith & Kim Petras
2022-10-15,3,As It Was,Harry Styles
2022-10-15,4,I Like You (A Happier Song),Post Malone Featuring Doja Cat
2022-10-15,5,Sunroof,Nicky Youre & dazy
2022-10-22,1,Bad Habit,Steve Lacy
2022-10-22,2,Unholy,Sam Smith & Kim Petras
2022-10-22,3,As It Was,Harry Styles
2022-10-22,4,I Like You (A Happier Song),Post Malone Featuring Doja Cat
2022-10-22,5,You Proof,Morgan Wallen
2022-10-29,1,Unholy,Sam Smith & Kim Petras
2022-10-29,2,Bad Habit,Steve Lacy
2022-10-29,3,As It Was,Harry Styles
2022-10-29,4,California Breeze,Lil Baby
2022-10-29,5,I Like You (A Happier Song),Post Malone Featuring Doja Cat
2022-11-05,1,Anti-Hero,Taylor Swift
2022-11-05,2,Lavender Haze,Taylor Swift
2022-11-05,3,Maroon,Taylor Swift
2022-11-05,4,Snow On The Beach,Taylor Swift Featuring Lana Del Rey
2022-11-05,5,Midnight Rain,Taylor Swift
2022-11-12,1,Anti-Hero,Taylor Swift
2022-11-12,2,Lift Me Up,Rihanna
2022-11-12,3,Unholy,Sam Smith & Kim Petras
2022-11-12,4,Bad Habit,Steve Lacy
2022-11-12,5,As It Was,Harry Styles
2022-11-19,1,Anti-Hero,Taylor Swift
2022-11-19,2,Rich Flex,Drake & 21 Savage
2022-11-19,3,Major Distribution,Drake & 21 Savage
2022-11-19,4,On BS,Drake & 21 Savage
2022-11-19,5,Spin Bout U,Drake & 21 Savage
2022-11-26,1,Anti-Hero,Taylor Swift
2022-11-26,2,Rich Flex,Drake & 21 Savage
2022-11-26,3,Unholy,Sam Smith & Kim Petras
2022-11-26,4,Bad Habit,Steve Lacy
2022-11-26,5,As It Was,Harry Styles
2022-12-03,1,Anti-Hero,Taylor Swift
2022-12-03,2,Rich Flex,Drake & 21 Savage
2022-12-03,3,Unholy,Sam Smith & Kim Petras
2022-12-03,4,Bad Habit,Steve Lacy
2022-12-03,5,All I Want For Christmas Is You,Mariah Carey
2022-12-10,1,Anti-Hero,Taylor Swift
2022-12-10,2,All I Want For Christmas Is You,Mariah Carey
2022-12-10,3,Rockin' Around The Christmas Tree,Brenda Lee
2022-12-10,4,Unholy,Sam Smith & Kim Petras
2022-12-10,5,Jingle Bell Rock,Bobby Helms
2022-12-17,1,All I Want For Christmas Is You,Mariah Carey
2022-12-17,2,Rockin' Around The Christmas Tree,Brenda Lee
2022-12-17,3,Jingle Bell Rock,Bobby Helms
2022-12-17,4,A Holly Jolly Christmas,Burl Ives
2022-12-17,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2022-12-24,1,All I Want For Christmas Is You,Mariah Carey
2022-12-24,2,Rockin' Around The Christmas Tree,Brenda Lee
2022-12-24,3,Kill Bill,SZA
2022-12-24,4,Jingle Bell Rock,Bobby Helms
2022-12-24,5,A Holly Jolly Christmas,Burl Ives
2022-12-31,1,All I Want For Christmas Is You,Mariah Carey
2022-12-31,2,Rockin' Around The Christmas Tree,Brenda Lee
2022-12-31,3,Jingle Bell Rock,Bobby Helms
2022-12-31,4,A Holly Jolly Christmas,Burl Ives
2022-12-31,5,Last Christmas,Wham!
2023-01-07,1,All I Want For Christmas Is You,Mariah Carey
2023-01-07,2,Rockin' Around The Christmas Tree,Brenda Lee
2023-01-07,3,Jingle Bell Rock,Bobby Helms
2023-01-07,4,Last Christmas,Wham!
2023-01-07,5,A Holly Jolly Christmas,Burl Ives
2023-01-14,1,Anti-Hero,Taylor Swift
2023-01-14,2,Unholy,Sam Smith & Kim Petras
2023-01-14,3,Kill Bill,SZA
2023-01-14,4,I'm Good (Blue),David Guetta & Bebe Rexha
2023-01-14,5,Rich Flex,Drake & 21 Savage
2023-01-21,1,Anti-Hero,Taylor Swift
2023-01-21,2,Kill Bill,SZA
2023-01-21,3,Unholy,Sam Smith & Kim Petras
2023-01-21,4,I'm Good (Blue),David Guetta & Bebe Rexha
2023-01-21,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-01-28,1,Flowers,Miley Cyrus
2023-01-28,2,Kill Bill,SZA
2023-01-28,3,Anti-Hero,Taylor Swift
2023-01-28,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-01-28,5,Unholy,Sam Smith & Kim Petras
2023-02-04,1,Flowers,Miley Cyrus
2023-02-04,2,Kill Bill,SZA
2023-02-04,3,Anti-Hero,Taylor Swift
2023-02-04,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-02-04,5,Unholy,Sam Smith & Kim Petras
2023-02-11,1,Flowers,Miley Cyrus
2023-02-11,2,Kill Bill,SZA
2023-02-11,3,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-02-11,4,Anti-Hero,Taylor Swift
2023-02-11,5,Unholy,Sam Smith & Kim Petras
2023-02-18,1,Flowers,Miley Cyrus
2023-02-18,2,Kill Bill,SZA
2023-02-18,3,Last Night,Morgan Wallen
2023-02-18,4,Unholy,Sam Smith & Kim Petras
2023-02-18,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-02-25,1,Flowers,Miley Cyrus
2023-02-25,2,Kill Bill,SZA
2023-02-25,3,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-02-25,4,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-02-25,5,Last Night,Morgan Wallen
2023-03-04,1,Flowers,Miley Cyrus
2023-03-04,2,Kill Bill,SZA
2023-03-04,3,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-03-04,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-03-04,5,Last Night,Morgan Wallen
2023-03-11,1,Die For You,The Weeknd & Ariana Grande
2023-03-11,2,Flowers,Miley Cyrus
2023-03-11,3,Kill Bill,SZA
2023-03-11,4,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-03-11,5,Last Night,Morgan Wallen
2023-03-18,1,Last Night,Morgan Wallen
2023-03-18,2,Flowers,Miley Cyrus
2023-03-18,3,Kill Bill,SZA
2023-03-18,4,Die For You,The Weeknd & Ariana Grande
2023-03-18,5,"Boy's A Liar, Pt. 2",PinkPantheress & Ice Spice
2023-03-25,1,Flowers,Miley Cyrus
2023-03-25,2,Last Night,Morgan Wallen
2023-03-25,3,Kill Bill,SZA
2023-03-25,4,Die For You,The Weeknd & Ariana Grande
2023-03-25,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-04-01,1,Flowers,Miley Cyrus
2023-04-01,2,Last Night,Morgan Wallen
2023-04-01,3,Kill Bill,SZA
2023-04-01,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-04-01,5,Die For You,The Weeknd & Ariana Grande
2023-04-08,1,Like Crazy,Jimin
2023-04-08,2,Flowers,Miley Cyrus
2023-04-08,3,Last Night,Morgan Wallen
2023-04-08,4,Kill Bill,SZA
2023-04-08,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-04-15,1,Last Night,Morgan Wallen
2023-04-15,2,Kill Bill,SZA
2023-04-15,3,Flowers,Miley Cyrus
2023-04-15,4,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-04-15,5,Die For You,The Weeknd & Ariana Grande
2023-04-22,1,Last Night,Morgan Wallen
2023-04-22,2,Search & Rescue,Drake
2023-04-22,3,Flowers,Miley Cyrus
2023-04-22,4,Kill Bill,SZA
2023-04-22,5,Creepin',"Metro Boomin, The Weeknd & 21 Savage"
2023-04-29,1,Kill Bill,SZA
2023-04-29,2,Last Night,Morgan Wallen
2023-04-29,3,Flowers,Miley Cyrus
2023-04-29,4,Princess Diana,Ice Spice & Nicki Minaj
2023-04-29,5,Ella Baila Sola,Eslabon Armado X Peso Pluma
2023-05-06,1,Last Night,Morgan Wallen
2023-05-06,2,Kill Bill,SZA
2023-05-06,3,Flowers,Miley Cyrus
2023-05-06,4,Ella Baila Sola,Eslabon Armado X Peso Pluma
2023-05-06,5,Un x100to,Grupo Frontera X Bad Bunny
2023-05-13,1,Last Night,Morgan Wallen
2023-05-13,2,Kill Bill,SZA
2023-05-13,3,Flowers,Miley Cyrus
2023-05-13,4,Ella Baila Sola,Eslabon Armado X Peso Pluma
2023-05-13,5,Calm Down,Rema & Selena Gomez
2023-05-20,1,Last Night,Morgan Wallen
2023-05-20,2,Kill Bill,SZA
2023-05-20,3,Flowers,Miley Cyrus
2023-05-20,4,Ella Baila Sola,Eslabon Armado X Peso Pluma
2023-05-20,5,Calm Down,Rema & Selena Gomez
2023-05-27,1,Last Night,Morgan Wallen
2023-05-27,2,All My Life,Lil Durk Featuring J. Cole
2023-05-27,3,Flowers,Miley Cyrus
2023-05-27,4,Kill Bill,SZA
2023-05-27,5,Ella Baila Sola,Eslabon Armado X Peso Pluma
2023-06-03,1,Last Night,Morgan Wallen
2023-06-03,2,Flowers,Miley Cyrus
2023-06-03,3,Kill Bill,SZA
2023-06-03,4,Calm Down,Rema & Selena Gomez
2023-06-03,5,Favorite Song,Toosii
2023-06-10,1,Last Night,Morgan Wallen
2023-06-10,2,Karma,Taylor Swift Featuring Ice Spice
2023-06-10,3,Flowers,Miley Cyrus
2023-06-10,4,All My Life,Lil Durk Featuring J. Cole
2023-06-10,5,Calm Down,Rema & Selena Gomez
2023-06-17,1,Last Night,Morgan Wallen
2023-06-17,2,Flowers,Miley Cyrus
2023-06-17,3,Calm Down,Rema & Selena Gomez
2023-06-17,4,Fast Car,Luke Combs
2023-06-17,5,All My Life,Lil Durk Featuring J. Cole
2023-06-24,1,Last Night,Morgan Wallen
2023-06-24,2,Flowers,Miley Cyrus
2023-06-24,3,Fast Car,Luke Combs
2023-06-24,4,Calm Down,Rema & Selena Gomez
2023-06-24,5,All My Life,Lil Durk Featuring J. Cole
2023-07-01,1,Last Night,Morgan Wallen
2023-07-01,2,Fast Car,Luke Combs
2023-07-01,3,Calm Down,Rema & Selena Gomez
2023-07-01,4,Flowers,Miley Cyrus
2023-07-01,5,All My Life,Lil Durk Featuring J. Cole
2023-07-08,1,Last Night,Morgan Wallen
2023-07-08,2,Fast Car,Luke Combs
2023-07-08,3,Calm Down,Rema & Selena Gomez
2023-07-08,4,Flowers,Miley Cyrus
2023-07-08,5,All My Life,Lil Durk Featuring J. Cole
2023-07-15,1,Vampire,Olivia Rodrigo
2023-07-15,2,Last Night,Morgan Wallen
2023-07-15,3,Fast Car,Luke Combs
2023-07-15,4,Calm Down,Rema & Selena Gomez
2023-07-15,5,Flowers,Miley Cyrus
2023-07-22,1,Last Night,Morgan Wallen
2023-07-22,2,Fast Car,Luke Combs
2023-07-22,3,Vampire,Olivia Rodrigo
2023-07-22,4,Calm Down,Rema & Selena Gomez
2023-07-22,5,I Can See You (Taylor's Version) (From The Vault),Taylor Swift
2023-07-29,1,Seven,Jung Kook Featuring Latto
2023-07-29,2,Try That In A Small Town,Jason Aldean
2023-07-29,3,Last Night,Morgan Wallen
2023-07-29,4,Fast Car,Luke Combs
2023-07-29,5,Calm Down,Rema & Selena Gomez
2023-08-05,1,Try That In A Small Town,Jason Aldean
2023-08-05,2,Last Night,Morgan Wallen
2023-08-05,3,Fast Car,Luke Combs
2023-08-05,4,Fukumean,Gunna
2023-08-05,5,Calm Down,Rema & Selena Gomez
2023-08-12,1,Last Night,Morgan Wallen
2023-08-12,2,Fast Car,Luke Combs
2023-08-12,3,Meltdown,Travis Scott Featuring Drake
2023-08-12,4,Cruel Summer,Taylor Swift
2023-08-12,5,FE!N,Travis Scott Featuring Playboi Carti
2023-08-19,1,Last Night,Morgan Wallen
2023-08-19,2,Fast Car,Luke Combs
2023-08-19,3,Cruel Summer,Taylor Swift
2023-08-19,4,Calm Down,Rema & Selena Gomez
2023-08-19,5,Fukumean,Gunna
2023-08-26,1,Rich Men North Of Richmond,Oliver Anthony Music
2023-08-26,2,Fast Car,Luke Combs
2023-08-26,3,Last Night,Morgan Wallen
2023-08-26,4,Cruel Summer,Taylor Swift
2023-08-26,5,Calm Down,Rema & Selena Gomez
2023-09-02,1,Rich Men North Of Richmond,Oliver Anthony Music
2023-09-02,2,Fast Car,Luke Combs
2023-09-02,3,Last Night,Morgan Wallen
2023-09-02,4,Cruel Summer,Taylor Swift
2023-09-02,5,Paint The Town Red,Doja Cat
2023-09-09,1,I Remember Everything,Zach Bryan Featuring Kacey Musgraves
2023-09-09,2,Fast Car,Luke Combs
2023-09-09,3,Paint The Town Red,Doja Cat
2023-09-09,4,Last Night,Morgan Wallen
2023-09-09,5,Cruel Summer,Taylor Swift
2023-09-16,1,Paint The Town Red,Doja Cat
2023-09-16,2,I Remember Everything,Zach Bryan Featuring Kacey Musgraves
2023-09-16,3,Fast Car,Luke Combs
2023-09-16,4,Cruel Summer,Taylor Swift
2023-09-16,5,Last Night,Morgan Wallen
2023-09-23,1,Vampire,Olivia Rodrigo
2023-09-23,2,Paint The Town Red,Doja Cat
2023-09-23,3,I Remember Everything,Zach Bryan Featuring Kacey Musgraves
2023-09-23,4,Fast Car,Luke Combs
2023-09-23,5,Cruel Summer,Taylor Swift
2023-09-30,1,Slime You Out,Drake Featuring SZA
2023-09-30,2,Paint The Town Red,Doja Cat
2023-09-30,3,Snooze,SZA
2023-09-30,4,Fast Car,Luke Combs
2023-09-30,5,I Remember Everything,Zach Bryan Featuring Kacey Musgraves
2023-10-07,1,Paint The Town Red,Doja Cat
2023-10-07,2,Snooze,SZA
2023-10-07,3,Fast Car,Luke Combs
2023-10-07,4,Cruel Summer,Taylor Swift
2023-10-07,5,I Remember Everything,Zach Bryan Featuring Kacey Musgraves
2023-10-14,1,Paint The Town Red,Doja Cat
2023-10-14,2,Snooze,SZA
2023-10-14,3,Cruel Summer,Taylor Swift
2023-10-14,4,Fast Car,Luke Combs
2023-10-14,5,3D,Jung Kook & Jack Harlow
2023-10-21,1,First Person Shooter,Drake Featuring J. Cole
2023-10-21,2,IDGAF,Drake Featuring Yeat
2023-10-21,3,Virginia Beach,Drake
2023-10-21,4,Paint The Town Red,Doja Cat
2023-10-21,5,Calling For You,Drake Featuring 21 Savage
2023-10-28,1,Cruel Summer,Taylor Swift
2023-10-28,2,Paint The Town Red,Doja Cat
2023-10-28,3,Snooze,SZA
2023-10-28,4,IDGAF,Drake Featuring Yeat
2023-10-28,5,Monaco,Bad Bunny
2023-11-04,1,Cruel Summer,Taylor Swift
2023-11-04,2,Paint The Town Red,Doja Cat
2023-11-04,3,Snooze,SZA
2023-11-04,4,I Remember Everything,Zach Bryan Featuring Kacey Musgraves
2023-11-04,5,Fast Car,Luke Combs
2023-11-11,1,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift
2023-11-11,2,Now That We Don't Talk (Taylor's Version) [From The Vault],Taylor Swift
2023-11-11,3,Slut! (Taylor's Version) [From The Vault],Taylor Swift
2023-11-11,4,Paint The Town Red,Doja Cat
2023-11-11,5,Say Don't Go (Taylor's Version) [From The Vault],Taylor Swift
2023-11-18,1,Cruel Summer,Taylor Swift
2023-11-18,2,Paint The Town Red,Doja Cat
2023-11-18,3,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift
2023-11-18,4,Snooze,SZA
2023-11-18,5,Standing Next To You,Jung Kook
2023-11-25,1,Cruel Summer,Taylor Swift
2023-11-25,2,Lovin On Me,Jack Harlow
2023-11-25,3,Paint The Town Red,Doja Cat
2023-11-25,4,Snooze,SZA
2023-11-25,5,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift
2023-12-02,1,Lovin On Me,Jack Harlow
2023-12-02,2,Cruel Summer,Taylor Swift
2023-12-02,3,Paint The Town Red,Doja Cat
2023-12-02,4,All I Want For Christmas Is You,Mariah Carey
2023-12-02,5,Snooze,SZA
2023-12-09,1,Rockin' Around The Christmas Tree,Brenda Lee
2023-12-09,2,All I Want For Christmas Is You,Mariah Carey
2023-12-09,3,Lovin On Me,Jack Harlow
2023-12-09,4,Jingle Bell Rock,Bobby Helms
2023-12-09,5,Last Christmas,Wham!
2023-12-16,1,Rockin' Around The Christmas Tree,Brenda Lee
2023-12-16,2,All I Want For Christmas Is You,Mariah Carey
2023-12-16,3,Jingle Bell Rock,Bobby Helms
2023-12-16,4,Last Christmas,Wham!
2023-12-16,5,Lovin On Me,Jack Harlow
